data,cambio
07/06/1996,0.9981
11/06/1996,0.9988
12/06/1996,0.9999
13/06/1996,0.9997
14/06/1996,1.0007
17/06/1996,1.0008
18/06/1996,1.0008
19/06/1996,1.0012
20/06/1996,1.0017
21/06/1996,1.0022
24/06/1996,1.0022
25/06/1996,1.0021
26/06/1996,1.0031
27/06/1996,1.0028
28/06/1996,1.0036
01/07/1996,1.0037
02/07/1996,1.0044
03/07/1996,1.0043
04/07/1996,1.0041
08/07/1996,1.0041
09/07/1996,1.0047
10/07/1996,1.0049
11/07/1996,1.0048
12/07/1996,1.0048
15/07/1996,1.0054
16/07/1996,1.0057
17/07/1996,1.0058
18/07/1996,1.0063
19/07/1996,1.0067
22/07/1996,1.0069
24/07/1996,1.0078
25/07/1996,1.0079
26/07/1996,1.0084
29/07/1996,1.0091
30/07/1996,1.0099
31/07/1996,1.0104
01/08/1996,1.01
02/08/1996,1.0096
05/08/1996,1.0093
06/08/1996,1.0099
07/08/1996,1.0108
08/08/1996,1.0107
09/08/1996,1.0111
12/08/1996,1.0114
13/08/1996,1.0118
14/08/1996,1.0121
15/08/1996,1.0122
16/08/1996,1.0127
19/08/1996,1.0128
20/08/1996,1.0136
21/08/1996,1.0139
23/08/1996,1.0145
26/08/1996,1.0147
27/08/1996,1.0151
28/08/1996,1.0153
29/08/1996,1.0159
30/08/1996,1.0161
02/09/1996,1.0157
03/09/1996,1.0159
04/09/1996,1.0164
05/09/1996,1.0166
06/09/1996,1.0171
09/09/1996,1.0182
10/09/1996,1.0194
12/09/1996,1.0189
13/09/1996,1.0192
16/09/1996,1.0184
17/09/1996,1.0187
18/09/1996,1.0188
19/09/1996,1.0188
20/09/1996,1.0191
23/09/1996,1.0194
24/09/1996,1.0194
25/09/1996,1.0197
26/09/1996,1.0197
27/09/1996,1.0202
30/09/1996,1.0207
01/10/1996,1.0207
02/10/1996,1.0207
04/10/1996,1.0212
07/10/1996,1.0217
08/10/1996,1.0217
09/10/1996,1.0225
10/10/1996,1.0239
11/10/1996,1.0246
14/10/1996,1.0239
15/10/1996,1.0243
16/10/1996,1.0245
17/10/1996,1.0242
18/10/1996,1.0244
21/10/1996,1.0246
22/10/1996,1.0255
23/10/1996,1.0262
24/10/1996,1.0256
25/10/1996,1.0264
28/10/1996,1.0271
29/10/1996,1.0277
30/10/1996,1.0267
31/10/1996,1.0268
01/11/1996,1.0272
04/11/1996,1.0272
05/11/1996,1.0272
06/11/1996,1.0272
08/11/1996,1.0287
11/11/1996,1.0289
12/11/1996,1.0303
13/11/1996,1.0301
14/11/1996,1.0297
18/11/1996,1.0296
19/11/1996,1.0295
20/11/1996,1.03
21/11/1996,1.0303
22/11/1996,1.0303
25/11/1996,1.0303
26/11/1996,1.0312
27/11/1996,1.0316
29/11/1996,1.0324
02/12/1996,1.0323
03/12/1996,1.0323
05/12/1996,1.0338
06/12/1996,1.0343
09/12/1996,1.0342
10/12/1996,1.0351
11/12/1996,1.0361
12/12/1996,1.0368
13/12/1996,1.0373
16/12/1996,1.0381
17/12/1996,1.0399
18/12/1996,1.0375
19/12/1996,1.0376
20/12/1996,1.0379
24/12/1996,1.0382
26/12/1996,1.0381
27/12/1996,1.0392
30/12/1996,1.0386
31/12/1996,1.0386
02/01/1997,1.0387
06/01/1997,1.0397
07/01/1997,1.0397
08/01/1997,1.0402
09/01/1997,1.0407
10/01/1997,1.0406
13/01/1997,1.0412
14/01/1997,1.0414
15/01/1997,1.0418
16/01/1997,1.0428
17/01/1997,1.0431
20/01/1997,1.0424
21/01/1997,1.0427
22/01/1997,1.0428
24/01/1997,1.0433
27/01/1997,1.0433
28/01/1997,1.0441
29/01/1997,1.0448
30/01/1997,1.0449
31/01/1997,1.0453
03/02/1997,1.0449
04/02/1997,1.0455
05/02/1997,1.0462
06/02/1997,1.0464
07/02/1997,1.0472
12/02/1997,1.0468
13/02/1997,1.0479
14/02/1997,1.0487
17/02/1997,1.0483
18/02/1997,1.0487
19/02/1997,1.0496
20/02/1997,1.0497
21/02/1997,1.05
24/02/1997,1.0499
25/02/1997,1.0503
26/02/1997,1.0509
27/02/1997,1.0507
28/02/1997,1.0507
03/03/1997,1.0507
04/03/1997,1.0509
05/03/1997,1.0518
06/03/1997,1.0522
07/03/1997,1.0524
10/03/1997,1.0524
11/03/1997,1.0531
12/03/1997,1.0536
13/03/1997,1.0549
14/03/1997,1.0546
17/03/1997,1.0574
18/03/1997,1.0581
19/03/1997,1.0597
20/03/1997,1.0594
21/03/1997,1.0603
24/03/1997,1.0607
25/03/1997,1.0604
26/03/1997,1.0601
31/03/1997,1.0585
01/04/1997,1.0586
03/04/1997,1.0576
04/04/1997,1.0577
07/04/1997,1.0582
09/04/1997,1.0582
10/04/1997,1.0581
11/04/1997,1.0587
14/04/1997,1.0592
15/04/1997,1.0598
16/04/1997,1.0603
17/04/1997,1.0605
22/04/1997,1.0621
23/04/1997,1.0625
24/04/1997,1.0623
25/04/1997,1.0624
28/04/1997,1.0624
29/04/1997,1.0625
02/05/1997,1.0635
05/05/1997,1.0639
06/05/1997,1.0642
07/05/1997,1.0645
08/05/1997,1.0643
09/05/1997,1.0652
12/05/1997,1.0665
13/05/1997,1.0672
14/05/1997,1.0675
16/05/1997,1.0669
19/05/1997,1.0672
20/05/1997,1.0677
21/05/1997,1.0681
23/05/1997,1.0701
26/05/1997,1.0713
28/05/1997,1.0724
30/05/1997,1.0709
02/06/1997,1.0701
03/06/1997,1.0707
04/06/1997,1.0718
09/06/1997,1.0722
10/06/1997,1.0721
11/06/1997,1.0726
13/06/1997,1.0737
16/06/1997,1.0733
17/06/1997,1.0733
18/06/1997,1.0742
19/06/1997,1.0749
20/06/1997,1.0769
23/06/1997,1.0761
24/06/1997,1.0762
25/06/1997,1.0761
27/06/1997,1.0764
30/06/1997,1.0761
01/07/1997,1.0763
02/07/1997,1.0765
04/07/1997,1.0771
07/07/1997,1.0773
08/07/1997,1.0782
09/07/1997,1.0788
10/07/1997,1.0789
11/07/1997,1.0795
14/07/1997,1.0798
15/07/1997,1.08
16/07/1997,1.0803
17/07/1997,1.0804
18/07/1997,1.0808
21/07/1997,1.0807
22/07/1997,1.0809
23/07/1997,1.0815
24/07/1997,1.0814
25/07/1997,1.0816
28/07/1997,1.0819
29/07/1997,1.0825
30/07/1997,1.0826
31/07/1997,1.0826
01/08/1997,1.0827
04/08/1997,1.0827
05/08/1997,1.0835
06/08/1997,1.0837
07/08/1997,1.0843
12/08/1997,1.0851
13/08/1997,1.0855
14/08/1997,1.0856
15/08/1997,1.0865
18/08/1997,1.0877
19/08/1997,1.0886
20/08/1997,1.0882
22/08/1997,1.0904
25/08/1997,1.0912
